country,mw,seed,hyper,value,energy_kwh,ci_weighted_mean,cfe_canonical_pct,cfe_pct,cfe_abs_pct,p95_slowdown,n_jobs
CH,10,0,alpha_scale,0.5000,7101.4792,32.3038,95.9620,32.6977,100.0000,1680.6167,20000
CH,10,1,alpha_scale,0.5000,7101.4792,32.3038,95.9620,32.6989,100.0000,1680.6167,20000
CH,10,2,alpha_scale,0.5000,7101.4792,32.3585,95.9552,32.3994,100.0000,1680.6167,20000
CH,10,3,alpha_scale,0.5000,7101.4792,32.2977,95.9628,32.7279,100.0000,1680.6167,20000
CH,10,4,alpha_scale,0.5000,7101.4792,32.3792,95.9526,32.3483,100.0000,1680.6167,20000
CH,10,5,alpha_scale,0.5000,7101.4792,32.3184,95.9602,32.6736,100.0000,1680.6167,20000
CH,10,6,alpha_scale,0.5000,7101.4792,32.3184,95.9602,32.6736,100.0000,1680.6167,20000
CH,10,7,alpha_scale,0.5000,7101.4792,32.3128,95.9609,32.6555,100.0000,1680.6167,20000
CH,10,0,alpha_scale,1.0000,7101.4792,32.3038,95.9620,32.6977,100.0000,1680.6167,20000
CH,10,1,alpha_scale,1.0000,7101.4792,32.3038,95.9620,32.6989,100.0000,1680.6167,20000
CH,10,2,alpha_scale,1.0000,7101.4792,32.3585,95.9552,32.3994,100.0000,1680.6167,20000
CH,10,3,alpha_scale,1.0000,7101.4792,32.2977,95.9628,32.7279,100.0000,1680.6167,20000
CH,10,4,alpha_scale,1.0000,7101.4792,32.3792,95.9526,32.3483,100.0000,1680.6167,20000
CH,10,5,alpha_scale,1.0000,7101.4792,32.3184,95.9602,32.6736,100.0000,1680.6167,20000
CH,10,6,alpha_scale,1.0000,7101.4792,32.3184,95.9602,32.6736,100.0000,1680.6167,20000
CH,10,7,alpha_scale,1.0000,7101.4792,32.3128,95.9609,32.6555,100.0000,1680.6167,20000
CH,10,0,alpha_scale,2.0000,7101.4792,32.3038,95.9620,32.6977,100.0000,1680.6167,20000
CH,10,1,alpha_scale,2.0000,7101.4792,32.3038,95.9620,32.6989,100.0000,1680.6167,20000
CH,10,2,alpha_scale,2.0000,7101.4792,32.3585,95.9552,32.3994,100.0000,1680.6167,20000
CH,10,3,alpha_scale,2.0000,7101.4792,32.2977,95.9628,32.7279,100.0000,1680.6167,20000
CH,10,4,alpha_scale,2.0000,7101.4792,32.3792,95.9526,32.3483,100.0000,1680.6167,20000
CH,10,5,alpha_scale,2.0000,7101.4792,32.3184,95.9602,32.6736,100.0000,1680.6167,20000
CH,10,6,alpha_scale,2.0000,7101.4792,32.3184,95.9602,32.6736,100.0000,1680.6167,20000
CH,10,7,alpha_scale,2.0000,7101.4792,32.3128,95.9609,32.6555,100.0000,1680.6167,20000
CH,10,0,alpha_scale,4.0000,7101.4792,32.3038,95.9620,32.6977,100.0000,1680.6167,20000
CH,10,1,alpha_scale,4.0000,7101.4792,32.3038,95.9620,32.6989,100.0000,1680.6167,20000
CH,10,2,alpha_scale,4.0000,7101.4792,32.3585,95.9552,32.3994,100.0000,1680.6167,20000
CH,10,3,alpha_scale,4.0000,7101.4792,32.2977,95.9628,32.7279,100.0000,1680.6167,20000
CH,10,4,alpha_scale,4.0000,7101.4792,32.3792,95.9526,32.3483,100.0000,1680.6167,20000
CH,10,5,alpha_scale,4.0000,7101.4792,32.3184,95.9602,32.6736,100.0000,1680.6167,20000
CH,10,6,alpha_scale,4.0000,7101.4792,32.3184,95.9602,32.6736,100.0000,1680.6167,20000
CH,10,7,alpha_scale,4.0000,7101.4792,32.3128,95.9609,32.6555,100.0000,1680.6167,20000
CH,10,0,short_job_s,1.0000,7101.4792,32.3038,95.9620,32.6977,100.0000,1680.6167,20000
CH,10,1,short_job_s,1.0000,7101.4792,32.3038,95.9620,32.6989,100.0000,1680.6167,20000
CH,10,2,short_job_s,1.0000,7101.4792,32.3585,95.9552,32.3994,100.0000,1680.6167,20000
CH,10,3,short_job_s,1.0000,7101.4792,32.2977,95.9628,32.7279,100.0000,1680.6167,20000
CH,10,4,short_job_s,1.0000,7101.4792,32.3792,95.9526,32.3483,100.0000,1680.6167,20000
CH,10,5,short_job_s,1.0000,7101.4792,32.3184,95.9602,32.6736,100.0000,1680.6167,20000
CH,10,6,short_job_s,1.0000,7101.4792,32.3184,95.9602,32.6736,100.0000,1680.6167,20000
CH,10,7,short_job_s,1.0000,7101.4792,32.3128,95.9609,32.6555,100.0000,1680.6167,20000
CH,10,0,short_job_s,60.0000,7101.4792,32.3038,95.9620,32.6977,100.0000,1680.6167,20000
CH,10,1,short_job_s,60.0000,7101.4792,32.3038,95.9620,32.6989,100.0000,1680.6167,20000
CH,10,2,short_job_s,60.0000,7101.4792,32.3585,95.9552,32.3994,100.0000,1680.6167,20000
CH,10,3,short_job_s,60.0000,7101.4792,32.2977,95.9628,32.7279,100.0000,1680.6167,20000
CH,10,4,short_job_s,60.0000,7101.4792,32.3792,95.9526,32.3483,100.0000,1680.6167,20000
CH,10,5,short_job_s,60.0000,7101.4792,32.3184,95.9602,32.6736,100.0000,1680.6167,20000
CH,10,6,short_job_s,60.0000,7101.4792,32.3184,95.9602,32.6736,100.0000,1680.6167,20000
CH,10,7,short_job_s,60.0000,7101.4792,32.3128,95.9609,32.6555,100.0000,1680.6167,20000
CH,10,0,short_job_s,300.0000,7101.4792,32.3038,95.9620,32.6977,100.0000,1680.6167,20000
CH,10,1,short_job_s,300.0000,7101.4792,32.3038,95.9620,32.6989,100.0000,1680.6167,20000
CH,10,2,short_job_s,300.0000,7101.4792,32.3585,95.9552,32.3994,100.0000,1680.6167,20000
CH,10,3,short_job_s,300.0000,7101.4792,32.2977,95.9628,32.7279,100.0000,1680.6167,20000
CH,10,4,short_job_s,300.0000,7101.4792,32.3792,95.9526,32.3483,100.0000,1680.6167,20000
CH,10,5,short_job_s,300.0000,7101.4792,32.3184,95.9602,32.6736,100.0000,1680.6167,20000
CH,10,6,short_job_s,300.0000,7101.4792,32.3184,95.9602,32.6736,100.0000,1680.6167,20000
CH,10,7,short_job_s,300.0000,7101.4792,32.3128,95.9609,32.6555,100.0000,1680.6167,20000
CH,10,0,t4_envelope_scale,1.0000,7101.4792,32.3038,95.9620,32.6977,100.0000,1680.6167,20000
CH,10,1,t4_envelope_scale,1.0000,7101.4792,32.3038,95.9620,32.6989,100.0000,1680.6167,20000
CH,10,2,t4_envelope_scale,1.0000,7101.4792,32.3585,95.9552,32.3994,100.0000,1680.6167,20000
CH,10,3,t4_envelope_scale,1.0000,7101.4792,32.2977,95.9628,32.7279,100.0000,1680.6167,20000
CH,10,4,t4_envelope_scale,1.0000,7101.4792,32.3792,95.9526,32.3483,100.0000,1680.6167,20000
CH,10,5,t4_envelope_scale,1.0000,7101.4792,32.3184,95.9602,32.6736,100.0000,1680.6167,20000
CH,10,6,t4_envelope_scale,1.0000,7101.4792,32.3184,95.9602,32.6736,100.0000,1680.6167,20000
CH,10,7,t4_envelope_scale,1.0000,7101.4792,32.3128,95.9609,32.6555,100.0000,1680.6167,20000
CH,10,0,t4_envelope_scale,2.0000,7101.4792,32.3038,95.9620,32.6977,100.0000,1680.6167,20000
CH,10,1,t4_envelope_scale,2.0000,7101.4792,32.3038,95.9620,32.6989,100.0000,1680.6167,20000
CH,10,2,t4_envelope_scale,2.0000,7101.4792,32.3585,95.9552,32.3994,100.0000,1680.6167,20000
CH,10,3,t4_envelope_scale,2.0000,7101.4792,32.2977,95.9628,32.7279,100.0000,1680.6167,20000
CH,10,4,t4_envelope_scale,2.0000,7101.4792,32.3792,95.9526,32.3483,100.0000,1680.6167,20000
CH,10,5,t4_envelope_scale,2.0000,7101.4792,32.3184,95.9602,32.6736,100.0000,1680.6167,20000
CH,10,6,t4_envelope_scale,2.0000,7101.4792,32.3184,95.9602,32.6736,100.0000,1680.6167,20000
CH,10,7,t4_envelope_scale,2.0000,7101.4792,32.3128,95.9609,32.6555,100.0000,1680.6167,20000
CH,10,0,window_scale,0.5000,7101.4792,32.3792,95.9526,32.3415,100.0000,1680.6167,20000
CH,10,1,window_scale,0.5000,7101.4792,32.3792,95.9526,32.3426,100.0000,1680.6167,20000
CH,10,2,window_scale,0.5000,7101.4792,32.3792,95.9526,32.3403,100.0000,1680.6167,20000
CH,10,3,window_scale,0.5000,7101.4792,32.3792,95.9526,32.3398,100.0000,1680.6167,20000
CH,10,4,window_scale,0.5000,5467.4042,33.0337,95.8708,31.8680,100.0000,1260.6167,20000
CH,10,5,window_scale,0.5000,7101.4792,32.3792,95.9526,32.3403,100.0000,1680.6167,20000
CH,10,6,window_scale,0.5000,7101.4792,32.3792,95.9526,32.3403,100.0000,1680.6167,20000
CH,10,7,window_scale,0.5000,7101.4792,32.3792,95.9526,32.3403,100.0000,1680.6167,20000
CH,10,0,window_scale,1.0000,7101.4792,32.3038,95.9620,32.6977,100.0000,1680.6167,20000
CH,10,1,window_scale,1.0000,7101.4792,32.3038,95.9620,32.6989,100.0000,1680.6167,20000
CH,10,2,window_scale,1.0000,7101.4792,32.3585,95.9552,32.3994,100.0000,1680.6167,20000
CH,10,3,window_scale,1.0000,7101.4792,32.2977,95.9628,32.7279,100.0000,1680.6167,20000
CH,10,4,window_scale,1.0000,7101.4792,32.3792,95.9526,32.3483,100.0000,1680.6167,20000
CH,10,5,window_scale,1.0000,7101.4792,32.3184,95.9602,32.6736,100.0000,1680.6167,20000
CH,10,6,window_scale,1.0000,7101.4792,32.3184,95.9602,32.6736,100.0000,1680.6167,20000
CH,10,7,window_scale,1.0000,7101.4792,32.3128,95.9609,32.6555,100.0000,1680.6167,20000
CH,10,0,window_scale,2.0000,7101.4792,32.3038,95.9620,32.6977,100.0000,1680.6167,20000
CH,10,1,window_scale,2.0000,7101.4792,32.3038,95.9620,32.6989,100.0000,1680.6167,20000
CH,10,2,window_scale,2.0000,7101.4792,32.3585,95.9552,32.3994,100.0000,1680.6167,20000
CH,10,3,window_scale,2.0000,7101.4792,32.2977,95.9628,32.7279,100.0000,1680.6167,20000
CH,10,4,window_scale,2.0000,7101.4792,32.3792,95.9526,32.3483,100.0000,1680.6167,20000
CH,10,5,window_scale,2.0000,7101.4792,32.3184,95.9602,32.6736,100.0000,1680.6167,20000
CH,10,6,window_scale,2.0000,7101.4792,32.3184,95.9602,32.6736,100.0000,1680.6167,20000
CH,10,7,window_scale,2.0000,7101.4792,32.3128,95.9609,32.6555,100.0000,1680.6167,20000
DE,10,0,alpha_scale,0.5000,7101.4792,319.2809,60.0899,47.8020,0.0000,1680.6167,20000
DE,10,1,alpha_scale,0.5000,7101.4792,319.2809,60.0899,47.7938,0.0000,1680.6167,20000
DE,10,2,alpha_scale,0.5000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,3,alpha_scale,0.5000,7101.4792,319.2816,60.0898,47.7898,0.0000,1680.6167,20000
DE,10,4,alpha_scale,0.5000,7101.4792,319.2785,60.0902,47.7607,0.0000,1680.6167,20000
DE,10,5,alpha_scale,0.5000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,6,alpha_scale,0.5000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,7,alpha_scale,0.5000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,0,alpha_scale,1.0000,7101.4792,319.2809,60.0899,47.8020,0.0000,1680.6167,20000
DE,10,1,alpha_scale,1.0000,7101.4792,319.2809,60.0899,47.7938,0.0000,1680.6167,20000
DE,10,2,alpha_scale,1.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,3,alpha_scale,1.0000,7101.4792,319.2816,60.0898,47.7898,0.0000,1680.6167,20000
DE,10,4,alpha_scale,1.0000,7101.4792,319.2785,60.0902,47.7607,0.0000,1680.6167,20000
DE,10,5,alpha_scale,1.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,6,alpha_scale,1.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,7,alpha_scale,1.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,0,alpha_scale,2.0000,7101.4792,319.2809,60.0899,47.8020,0.0000,1680.6167,20000
DE,10,1,alpha_scale,2.0000,7101.4792,319.2809,60.0899,47.7938,0.0000,1680.6167,20000
DE,10,2,alpha_scale,2.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,3,alpha_scale,2.0000,7101.4792,319.2816,60.0898,47.7898,0.0000,1680.6167,20000
DE,10,4,alpha_scale,2.0000,7101.4792,319.2785,60.0902,47.7607,0.0000,1680.6167,20000
DE,10,5,alpha_scale,2.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,6,alpha_scale,2.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,7,alpha_scale,2.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,0,alpha_scale,4.0000,7101.4792,319.2809,60.0899,47.8020,0.0000,1680.6167,20000
DE,10,1,alpha_scale,4.0000,7101.4792,319.2809,60.0899,47.7938,0.0000,1680.6167,20000
DE,10,2,alpha_scale,4.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,3,alpha_scale,4.0000,7101.4792,319.2816,60.0898,47.7898,0.0000,1680.6167,20000
DE,10,4,alpha_scale,4.0000,7101.4792,319.2785,60.0902,47.7607,0.0000,1680.6167,20000
DE,10,5,alpha_scale,4.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,6,alpha_scale,4.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,7,alpha_scale,4.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,0,short_job_s,1.0000,7101.4792,319.2809,60.0899,47.8020,0.0000,1680.6167,20000
DE,10,1,short_job_s,1.0000,7101.4792,319.2809,60.0899,47.7938,0.0000,1680.6167,20000
DE,10,2,short_job_s,1.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,3,short_job_s,1.0000,7101.4792,319.2816,60.0898,47.7898,0.0000,1680.6167,20000
DE,10,4,short_job_s,1.0000,7101.4792,319.2785,60.0902,47.7607,0.0000,1680.6167,20000
DE,10,5,short_job_s,1.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,6,short_job_s,1.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,7,short_job_s,1.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,0,short_job_s,60.0000,7101.4792,319.2809,60.0899,47.8020,0.0000,1680.6167,20000
DE,10,1,short_job_s,60.0000,7101.4792,319.2809,60.0899,47.7938,0.0000,1680.6167,20000
DE,10,2,short_job_s,60.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,3,short_job_s,60.0000,7101.4792,319.2816,60.0898,47.7898,0.0000,1680.6167,20000
DE,10,4,short_job_s,60.0000,7101.4792,319.2785,60.0902,47.7607,0.0000,1680.6167,20000
DE,10,5,short_job_s,60.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,6,short_job_s,60.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,7,short_job_s,60.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,0,short_job_s,300.0000,7101.4792,319.2809,60.0899,47.8020,0.0000,1680.6167,20000
DE,10,1,short_job_s,300.0000,7101.4792,319.2809,60.0899,47.7938,0.0000,1680.6167,20000
DE,10,2,short_job_s,300.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,3,short_job_s,300.0000,7101.4792,319.2816,60.0898,47.7898,0.0000,1680.6167,20000
DE,10,4,short_job_s,300.0000,7101.4792,319.2785,60.0902,47.7607,0.0000,1680.6167,20000
DE,10,5,short_job_s,300.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,6,short_job_s,300.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,7,short_job_s,300.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,0,t4_envelope_scale,1.0000,7101.4792,319.2809,60.0899,47.8020,0.0000,1680.6167,20000
DE,10,1,t4_envelope_scale,1.0000,7101.4792,319.2809,60.0899,47.7938,0.0000,1680.6167,20000
DE,10,2,t4_envelope_scale,1.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,3,t4_envelope_scale,1.0000,7101.4792,319.2816,60.0898,47.7898,0.0000,1680.6167,20000
DE,10,4,t4_envelope_scale,1.0000,7101.4792,319.2785,60.0902,47.7607,0.0000,1680.6167,20000
DE,10,5,t4_envelope_scale,1.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,6,t4_envelope_scale,1.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,7,t4_envelope_scale,1.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,0,t4_envelope_scale,2.0000,7101.4792,319.2809,60.0899,47.8020,0.0000,1680.6167,20000
DE,10,1,t4_envelope_scale,2.0000,7101.4792,319.2809,60.0899,47.7938,0.0000,1680.6167,20000
DE,10,2,t4_envelope_scale,2.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,3,t4_envelope_scale,2.0000,7101.4792,319.2816,60.0898,47.7898,0.0000,1680.6167,20000
DE,10,4,t4_envelope_scale,2.0000,7101.4792,319.2785,60.0902,47.7607,0.0000,1680.6167,20000
DE,10,5,t4_envelope_scale,2.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,6,t4_envelope_scale,2.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,7,t4_envelope_scale,2.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,0,window_scale,0.5000,7101.4792,319.2809,60.0899,47.8020,0.0000,1680.6167,20000
DE,10,1,window_scale,0.5000,7101.4792,319.2809,60.0899,47.7938,0.0000,1680.6167,20000
DE,10,2,window_scale,0.5000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,3,window_scale,0.5000,7101.4792,319.2816,60.0898,47.7898,0.0000,1680.6167,20000
DE,10,4,window_scale,0.5000,5468.1042,338.0704,57.7412,47.1233,0.0000,1260.6167,20000
DE,10,5,window_scale,0.5000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,6,window_scale,0.5000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,7,window_scale,0.5000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,0,window_scale,1.0000,7101.4792,319.2809,60.0899,47.8020,0.0000,1680.6167,20000
DE,10,1,window_scale,1.0000,7101.4792,319.2809,60.0899,47.7938,0.0000,1680.6167,20000
DE,10,2,window_scale,1.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,3,window_scale,1.0000,7101.4792,319.2816,60.0898,47.7898,0.0000,1680.6167,20000
DE,10,4,window_scale,1.0000,7101.4792,319.2785,60.0902,47.7607,0.0000,1680.6167,20000
DE,10,5,window_scale,1.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,6,window_scale,1.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,7,window_scale,1.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,0,window_scale,2.0000,7101.4792,319.2809,60.0899,47.8020,0.0000,1680.6167,20000
DE,10,1,window_scale,2.0000,7101.4792,319.2809,60.0899,47.7938,0.0000,1680.6167,20000
DE,10,2,window_scale,2.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,3,window_scale,2.0000,7101.4792,319.2816,60.0898,47.7898,0.0000,1680.6167,20000
DE,10,4,window_scale,2.0000,7101.4792,319.2785,60.0902,47.7607,0.0000,1680.6167,20000
DE,10,5,window_scale,2.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
DE,10,6,window_scale,2.0000,7101.4792,319.2809,60.0899,47.8102,0.0000,1680.6167,20000
