country,mw,tier,seed,nodes,energy_kwh,ci_weighted_mean,cfe_canonical_pct,cfe_pct,cfe_abs_pct,co2_g_facility,p50_slowdown,p95_slowdown
DE,10,3,0,6667,7101.4792,319.2809,60.0899,47.8102,0.0000,4134617.7427,900.6167,1680.6167
DE,10,3,1,6667,7101.4792,319.2809,60.0899,47.8102,0.0000,4134617.7427,900.6167,1680.6167
DE,10,3,2,6667,7101.4792,319.2809,60.0899,47.8102,0.0000,4134617.7427,900.6167,1680.6167
DE,10,3,3,6667,7101.4792,319.2809,60.0899,47.8102,0.0000,4134617.7427,900.6167,1680.6167
DE,10,3,4,6667,7101.4792,319.2809,60.0899,47.8102,0.0000,4134617.7427,900.6167,1680.6167
DE,10,3,5,6667,7101.4792,319.2809,60.0899,47.8102,0.0000,4134617.7427,900.6167,1680.6167
DE,10,3,6,6667,7101.4792,319.2809,60.0899,47.8102,0.0000,4134617.7427,900.6167,1680.6167
DE,10,3,7,6667,7101.4792,319.2809,60.0899,47.8102,0.0000,4134617.7427,900.6167,1680.6167
DE,10,4,0,6667,7101.4792,319.3043,60.0870,47.3885,0.0000,4128240.1513,900.6167,1680.6167
DE,10,4,1,6667,7101.4792,319.3043,60.0870,47.3885,0.0000,4128240.1513,900.6167,1680.6167
DE,10,4,2,6667,7101.4792,319.3043,60.0870,47.3885,0.0000,4128240.1513,900.6167,1680.6167
DE,10,4,3,6667,7101.4792,319.3043,60.0870,47.3885,0.0000,4128240.1513,900.6167,1680.6167
DE,10,4,4,6667,7101.4792,319.3043,60.0870,47.3885,0.0000,4128240.1513,900.6167,1680.6167
DE,10,4,5,6667,7101.4792,319.3043,60.0870,47.3885,0.0000,4128240.1513,900.6167,1680.6167
DE,10,4,6,6667,7101.4792,319.3043,60.0870,47.3885,0.0000,4128240.1513,900.6167,1680.6167
DE,10,4,7,6667,7101.4792,319.3043,60.0870,47.3885,0.0000,4128240.1513,900.6167,1680.6167
DE,10,5,0,6667,7101.4792,319.2809,60.0899,47.8102,0.0000,4134617.7427,900.6167,1680.6167
DE,10,5,1,6667,7101.4792,319.2809,60.0899,47.8102,0.0000,4134617.7427,900.6167,1680.6167
DE,10,5,2,6667,7101.4792,319.2809,60.0899,47.8102,0.0000,4134617.7427,900.6167,1680.6167
DE,10,5,3,6667,7101.4792,319.2809,60.0899,47.8102,0.0000,4134617.7427,900.6167,1680.6167
DE,10,5,4,6667,7101.4792,319.2809,60.0899,47.8102,0.0000,4134617.7427,900.6167,1680.6167
DE,10,5,5,6667,7101.4792,319.2809,60.0899,47.8102,0.0000,4134617.7427,900.6167,1680.6167
DE,10,5,6,6667,7101.4792,319.2809,60.0899,47.8102,0.0000,4134617.7427,900.6167,1680.6167
DE,10,5,7,6667,7101.4792,319.2809,60.0899,47.8102,0.0000,4134617.7427,900.6167,1680.6167
DE,50,0,0,33333,18029.1283,283.8267,64.5217,59.7839,0.0000,60937892.9587,600.6167,600.6333
DE,50,0,1,33333,18029.1283,283.8267,64.5217,59.7839,0.0000,60937892.9587,600.6167,600.6333
DE,50,0,2,33333,18029.1283,283.8267,64.5217,59.7839,0.0000,60937892.9587,600.6167,600.6333
DE,50,0,3,33333,18029.1283,283.8267,64.5217,59.7839,0.0000,60937892.9587,600.6167,600.6333
DE,50,0,4,33333,18029.1283,283.8267,64.5217,59.7839,0.0000,60937892.9587,600.6167,600.6333
DE,50,0,5,33333,18029.1283,283.8267,64.5217,59.7839,0.0000,60937892.9587,600.6167,600.6333
DE,50,0,6,33333,18029.1283,283.8267,64.5217,59.7839,0.0000,60937892.9587,600.6167,600.6333
DE,50,0,7,33333,18029.1283,283.8267,64.5217,59.7839,0.0000,60937892.9587,600.6167,600.6333
DE,50,1,0,33333,17979.8283,281.4855,64.8143,60.7405,0.0000,61844711.6099,600.6167,600.6333
DE,50,1,1,33333,17979.8283,281.4855,64.8143,60.7405,0.0000,61844711.6099,600.6167,600.6333
DE,50,1,2,33333,17979.8283,281.4855,64.8143,60.7405,0.0000,61844711.6099,600.6167,600.6333
DE,50,1,3,33333,17979.8283,281.4855,64.8143,60.7405,0.0000,61844711.6099,600.6167,600.6333
DE,50,1,4,33333,17979.8283,281.4855,64.8143,60.7405,0.0000,61844711.6099,600.6167,600.6333
DE,50,1,5,33333,17979.8283,281.4855,64.8143,60.7405,0.0000,61844711.6099,600.6167,600.6333
DE,50,1,6,33333,17979.8283,281.4855,64.8143,60.7405,0.0000,61844711.6099,600.6167,600.6333
DE,50,1,7,33333,17979.8283,281.4855,64.8143,60.7405,0.0000,61844711.6099,600.6167,600.6333
DE,50,2,0,33333,34941.1417,320.7104,59.9112,47.3103,0.0000,193169939.2412,900.6167,1620.6167
DE,50,2,1,33333,34941.1417,320.7104,59.9112,47.3103,0.0000,193169939.2412,900.6167,1620.6167
DE,50,2,2,33333,34941.1417,320.7104,59.9112,47.3103,0.0000,193169939.2412,900.6167,1620.6167
DE,50,2,3,33333,34941.1417,320.7104,59.9112,47.3103,0.0000,193169939.2412,900.6167,1620.6167
DE,50,2,4,33333,34941.1417,320.7104,59.9112,47.3103,0.0000,193169939.2412,900.6167,1620.6167
DE,50,2,5,33333,34941.1417,320.7104,59.9112,47.3103,0.0000,193169939.2412,900.6167,1620.6167
DE,50,2,6,33333,34941.1417,320.7104,59.9112,47.3103,0.0000,193169939.2412,900.6167,1620.6167
DE,50,2,7,33333,34941.1417,320.7104,59.9112,47.3103,0.0000,193169939.2412,900.6167,1620.6167
DE,50,3,0,33333,34941.1417,320.7104,59.9112,47.3103,0.0000,193169939.2412,900.6167,1620.6167
DE,50,3,1,33333,34941.1417,320.7104,59.9112,47.3103,0.0000,193169939.2412,900.6167,1620.6167
DE,50,3,2,33333,34941.1417,320.7104,59.9112,47.3103,0.0000,193169939.2412,900.6167,1620.6167
DE,50,3,3,33333,34941.1417,320.7104,59.9112,47.3103,0.0000,193169939.2412,900.6167,1620.6167
DE,50,3,4,33333,34941.1417,320.7104,59.9112,47.3103,0.0000,193169939.2412,900.6167,1620.6167
DE,50,3,5,33333,34941.1417,320.7104,59.9112,47.3103,0.0000,193169939.2412,900.6167,1620.6167
DE,50,3,6,33333,34941.1417,320.7104,59.9112,47.3103,0.0000,193169939.2412,900.6167,1620.6167
DE,50,3,7,33333,34941.1417,320.7104,59.9112,47.3103,0.0000,193169939.2412,900.6167,1620.6167
DE,50,4,0,33333,34941.1417,320.7273,59.9091,46.8879,0.0000,191434692.7186,900.6167,1620.6167
DE,50,4,1,33333,34941.1417,320.7273,59.9091,46.8879,0.0000,191434692.7186,900.6167,1620.6167
DE,50,4,2,33333,34941.1417,320.7273,59.9091,46.8879,0.0000,191434692.7186,900.6167,1620.6167
DE,50,4,3,33333,34941.1417,320.7273,59.9091,46.8879,0.0000,191434692.7186,900.6167,1620.6167
DE,50,4,4,33333,34941.1417,320.7273,59.9091,46.8879,0.0000,191434692.7186,900.6167,1620.6167
DE,50,4,5,33333,34941.1417,320.7273,59.9091,46.8879,0.0000,191434692.7186,900.6167,1620.6167
DE,50,4,6,33333,34941.1417,320.7273,59.9091,46.8879,0.0000,191434692.7186,900.6167,1620.6167
DE,50,4,7,33333,34941.1417,320.7273,59.9091,46.8879,0.0000,191434692.7186,900.6167,1620.6167
DE,50,5,0,33333,34941.1417,320.7104,59.9112,47.3103,0.0000,193169939.2412,900.6167,1620.6167
DE,50,5,1,33333,34941.1417,320.7104,59.9112,47.3103,0.0000,193169939.2412,900.6167,1620.6167
DE,50,5,2,33333,34941.1417,320.7104,59.9112,47.3103,0.0000,193169939.2412,900.6167,1620.6167
DE,50,5,3,33333,34941.1417,320.7104,59.9112,47.3103,0.0000,193169939.2412,900.6167,1620.6167
DE,50,5,4,33333,34941.1417,320.7104,59.9112,47.3103,0.0000,193169939.2412,900.6167,1620.6167
DE,50,5,5,33333,34941.1417,320.7104,59.9112,47.3103,0.0000,193169939.2412,900.6167,1620.6167
DE,50,5,6,33333,34941.1417,320.7104,59.9112,47.3103,0.0000,193169939.2412,900.6167,1620.6167
DE,50,5,7,33333,34941.1417,320.7104,59.9112,47.3103,0.0000,193169939.2412,900.6167,1620.6167
FR,1,0,0,667,379.7367,54.3182,93.2102,45.2573,100.0000,24786.2252,600.6167,600.6333
FR,1,0,1,667,379.7367,54.3182,93.2102,45.2573,100.0000,24786.2252,600.6167,600.6333
FR,1,0,2,667,379.7367,54.3182,93.2102,45.2573,100.0000,24786.2252,600.6167,600.6333
FR,1,0,3,667,379.7367,54.3182,93.2102,45.2573,100.0000,24786.2252,600.6167,600.6333
FR,1,0,4,667,379.7367,54.3182,93.2102,45.2573,100.0000,24786.2252,600.6167,600.6333
FR,1,0,5,667,379.7367,54.3182,93.2102,45.2573,100.0000,24786.2252,600.6167,600.6333
FR,1,0,6,667,379.7367,54.3182,93.2102,45.2573,100.0000,24786.2252,600.6167,600.6333
FR,1,0,7,667,379.7367,54.3182,93.2102,45.2573,100.0000,24786.2252,600.6167,600.6333
FR,1,1,0,667,378.3617,54.1561,93.2305,45.9757,100.0000,24615.0455,600.6167,600.6333
FR,1,1,1,667,378.3617,54.1561,93.2305,45.9757,100.0000,24615.0455,600.6167,600.6333
FR,1,1,2,667,378.3617,54.1561,93.2305,45.9757,100.0000,24615.0455,600.6167,600.6333
FR,1,1,3,667,378.3617,54.1561,93.2305,45.9757,100.0000,24615.0455,600.6167,600.6333
FR,1,1,4,667,378.3617,54.1561,93.2305,45.9757,100.0000,24615.0455,600.6167,600.6333
FR,1,1,5,667,378.3617,54.1561,93.2305,45.9757,100.0000,24615.0455,600.6167,600.6333
FR,1,1,6,667,378.3617,54.1561,93.2305,45.9757,100.0000,24615.0455,600.6167,600.6333
FR,1,1,7,667,378.3617,54.1561,93.2305,45.9757,100.0000,24615.0455,600.6167,600.6333
FR,1,2,0,667,765.1025,56.1598,92.9800,37.6705,100.0000,50305.4510,1200.6167,1980.6167
FR,1,2,1,667,765.1025,56.1598,92.9800,37.6705,100.0000,50305.4510,1200.6167,1980.6167
FR,1,2,2,667,765.1025,56.1598,92.9800,37.6705,100.0000,50305.4510,1200.6167,1980.6167
FR,1,2,3,667,765.1025,56.1598,92.9800,37.6705,100.0000,50305.4510,1200.6167,1980.6167
FR,1,2,4,667,765.1025,56.1598,92.9800,37.6705,100.0000,50305.4510,1200.6167,1980.6167
FR,1,2,5,667,765.1025,56.1598,92.9800,37.6705,100.0000,50305.4510,1200.6167,1980.6167
FR,1,2,6,667,765.1025,56.1598,92.9800,37.6705,100.0000,50305.4510,1200.6167,1980.6167
FR,1,2,7,667,765.1025,56.1598,92.9800,37.6705,100.0000,50305.4510,1200.6167,1980.6167
FR,1,3,0,667,866.8525,56.5640,92.9295,37.3727,100.0000,56801.3999,1200.6167,2160.6167
FR,1,3,1,667,866.8525,56.5640,92.9295,37.3727,100.0000,56801.3999,1200.6167,2160.6167
FR,1,3,2,667,866.8525,56.5640,92.9295,37.3727,100.0000,56801.3999,1200.6167,2160.6167
FR,1,3,3,667,866.8525,56.5640,92.9295,37.3727,100.0000,56801.3999,1200.6167,2160.6167
FR,1,3,4,667,866.8525,56.5640,92.9295,37.3727,100.0000,56801.3999,1200.6167,2160.6167
FR,1,3,5,667,866.8525,56.5640,92.9295,37.3727,100.0000,56801.3999,1200.6167,2160.6167
FR,1,3,6,667,866.8525,56.5640,92.9295,37.3727,100.0000,56801.3999,1200.6167,2160.6167
FR,1,3,7,667,866.8525,56.5640,92.9295,37.3727,100.0000,56801.3999,1200.6167,2160.6167
FR,1,4,0,667,765.3525,56.1597,92.9800,37.6046,100.0000,50383.3532,1200.6167,1980.6167
FR,1,4,1,667,765.3525,56.1597,92.9800,37.6046,100.0000,50383.3532,1200.6167,1980.6167
FR,1,4,2,667,765.3525,56.1597,92.9800,37.6046,100.0000,50383.3532,1200.6167,1980.6167
FR,1,4,3,667,765.3525,56.1597,92.9800,37.6046,100.0000,50383.3532,1200.6167,1980.6167
FR,1,4,4,667,765.3525,56.1597,92.9800,37.6046,100.0000,50383.3532,1200.6167,1980.6167
FR,1,4,5,667,765.3525,56.1597,92.9800,37.6046,100.0000,50383.3532,1200.6167,1980.6167
FR,1,4,6,667,765.3525,56.1597,92.9800,37.6046,100.0000,50383.3532,1200.6167,1980.6167
FR,1,4,7,667,765.3525,56.1597,92.9800,37.6046,100.0000,50383.3532,1200.6167,1980.6167
FR,1,5,0,667,765.1025,56.1598,92.9800,37.6705,100.0000,50305.4510,1200.6167,1980.6167
FR,1,5,1,667,765.1025,56.1598,92.9800,37.6705,100.0000,50305.4510,1200.6167,1980.6167
FR,1,5,2,667,765.1025,56.1598,92.9800,37.6705,100.0000,50305.4510,1200.6167,1980.6167
FR,1,5,3,667,765.1025,56.1598,92.9800,37.6705,100.0000,50305.4510,1200.6167,1980.6167
FR,1,5,4,667,765.1025,56.1598,92.9800,37.6705,100.0000,50305.4510,1200.6167,1980.6167
FR,1,5,5,667,765.1025,56.1598,92.9800,37.6705,100.0000,50305.4510,1200.6167,1980.6167
FR,1,5,6,667,765.1025,56.1598,92.9800,37.6705,100.0000,50305.4510,1200.6167,1980.6167
FR,1,5,7,667,765.1025,56.1598,92.9800,37.6705,100.0000,50305.4510,1200.6167,1980.6167
FR,10,0,0,6667,3622.6933,54.4820,93.1897,45.4239,100.0000,329410.5091,600.6167,600.6333
FR,10,0,1,6667,3622.6933,54.4820,93.1897,45.4239,100.0000,329410.5091,600.6167,600.6333
FR,10,0,2,6667,3622.6933,54.4820,93.1897,45.4239,100.0000,329410.5091,600.6167,600.6333
FR,10,0,3,6667,3622.6933,54.4820,93.1897,45.4239,100.0000,329410.5091,600.6167,600.6333
FR,10,0,4,6667,3622.6933,54.4820,93.1897,45.4239,100.0000,329410.5091,600.6167,600.6333
FR,10,0,5,6667,3622.6933,54.4820,93.1897,45.4239,100.0000,329410.5091,600.6167,600.6333
FR,10,0,6,6667,3622.6933,54.4820,93.1897,45.4239,100.0000,329410.5091,600.6167,600.6333
FR,10,0,7,6667,3622.6933,54.4820,93.1897,45.4239,100.0000,329410.5091,600.6167,600.6333
FR,10,1,0,6667,3612.5683,54.3036,93.2120,46.1443,100.0000,330469.3088,600.6167,600.6333
FR,10,1,1,6667,3612.5683,54.3036,93.2120,46.1443,100.0000,330469.3088,600.6167,600.6333
FR,10,1,2,6667,3612.5683,54.3036,93.2120,46.1443,100.0000,330469.3088,600.6167,600.6333
FR,10,1,3,6667,3612.5683,54.3036,93.2120,46.1443,100.0000,330469.3088,600.6167,600.6333
FR,10,1,4,6667,3612.5683,54.3036,93.2120,46.1443,100.0000,330469.3088,600.6167,600.6333
FR,10,1,5,6667,3612.5683,54.3036,93.2120,46.1443,100.0000,330469.3088,600.6167,600.6333
FR,10,1,6,6667,3612.5683,54.3036,93.2120,46.1443,100.0000,330469.3088,600.6167,600.6333
FR,10,1,7,6667,3612.5683,54.3036,93.2120,46.1443,100.0000,330469.3088,600.6167,600.6333
FR,10,2,0,6667,7101.4792,57.2239,92.8470,36.3907,100.0000,766443.9461,900.6167,1680.6167
FR,10,2,1,6667,7101.4792,57.2239,92.8470,36.3907,100.0000,766443.9461,900.6167,1680.6167
FR,10,2,2,6667,7101.4792,57.2239,92.8470,36.3907,100.0000,766443.9461,900.6167,1680.6167
FR,10,2,3,6667,7101.4792,57.2239,92.8470,36.3907,100.0000,766443.9461,900.6167,1680.6167
FR,10,2,4,6667,7101.4792,57.2239,92.8470,36.3907,100.0000,766443.9461,900.6167,1680.6167
FR,10,2,5,6667,7101.4792,57.2239,92.8470,36.3907,100.0000,766443.9461,900.6167,1680.6167
FR,10,2,6,6667,7101.4792,57.2239,92.8470,36.3907,100.0000,766443.9461,900.6167,1680.6167
FR,10,2,7,6667,7101.4792,57.2239,92.8470,36.3907,100.0000,766443.9461,900.6167,1680.6167
FR,10,3,0,6667,7101.4792,57.2239,92.8470,36.3907,100.0000,766443.9461,900.6167,1680.6167
FR,10,3,1,6667,7101.4792,57.2239,92.8470,36.3907,100.0000,766443.9461,900.6167,1680.6167
FR,10,3,2,6667,7101.4792,57.2239,92.8470,36.3907,100.0000,766443.9461,900.6167,1680.6167
FR,10,3,3,6667,7101.4792,57.2239,92.8470,36.3907,100.0000,766443.9461,900.6167,1680.6167
FR,10,3,4,6667,7101.4792,57.2239,92.8470,36.3907,100.0000,766443.9461,900.6167,1680.6167
FR,10,3,5,6667,7101.4792,57.2239,92.8470,36.3907,100.0000,766443.9461,900.6167,1680.6167
FR,10,3,6,6667,7101.4792,57.2239,92.8470,36.3907,100.0000,766443.9461,900.6167,1680.6167
FR,10,3,7,6667,7101.4792,57.2239,92.8470,36.3907,100.0000,766443.9461,900.6167,1680.6167
FR,10,4,0,6667,7101.4792,57.2244,92.8469,36.3154,100.0000,765477.4001,900.6167,1680.6167
FR,10,4,1,6667,7101.4792,57.2244,92.8469,36.3154,100.0000,765477.4001,900.6167,1680.6167
FR,10,4,2,6667,7101.4792,57.2244,92.8469,36.3154,100.0000,765477.4001,900.6167,1680.6167
FR,10,4,3,6667,7101.4792,57.2244,92.8469,36.3154,100.0000,765477.4001,900.6167,1680.6167
FR,10,4,4,6667,7101.4792,57.2244,92.8469,36.3154,100.0000,765477.4001,900.6167,1680.6167
FR,10,4,5,6667,7101.4792,57.2244,92.8469,36.3154,100.0000,765477.4001,900.6167,1680.6167
FR,10,4,6,6667,7101.4792,57.2244,92.8469,36.3154,100.0000,765477.4001,900.6167,1680.6167
FR,10,4,7,6667,7101.4792,57.2244,92.8469,36.3154,100.0000,765477.4001,900.6167,1680.6167
FR,10,5,0,6667,7101.4792,57.2239,92.8470,36.3907,100.0000,766443.9461,900.6167,1680.6167
FR,10,5,1,6667,7101.4792,57.2239,92.8470,36.3907,100.0000,766443.9461,900.6167,1680.6167
FR,10,5,2,6667,7101.4792,57.2239,92.8470,36.3907,100.0000,766443.9461,900.6167,1680.6167
FR,10,5,3,6667,7101.4792,57.2239,92.8470,36.3907,100.0000,766443.9461,900.6167,1680.6167
FR,10,5,4,6667,7101.4792,57.2239,92.8470,36.3907,100.0000,766443.9461,900.6167,1680.6167
FR,10,5,5,6667,7101.4792,57.2239,92.8470,36.3907,100.0000,766443.9461,900.6167,1680.6167
FR,10,5,6,6667,7101.4792,57.2239,92.8470,36.3907,100.0000,766443.9461,900.6167,1680.6167
FR,10,5,7,6667,7101.4792,57.2239,92.8470,36.3907,100.0000,766443.9461,900.6167,1680.6167
FR,50,0,0,33333,18029.1283,54.4925,93.1884,45.4482,100.0000,12923490.5067,600.6167,600.6333
FR,50,0,1,33333,18029.1283,54.4925,93.1884,45.4482,100.0000,12923490.5067,600.6167,600.6333
FR,50,0,2,33333,18029.1283,54.4925,93.1884,45.4482,100.0000,12923490.5067,600.6167,600.6333
FR,50,0,3,33333,18029.1283,54.4925,93.1884,45.4482,100.0000,12923490.5067,600.6167,600.6333
FR,50,0,4,33333,18029.1283,54.4925,93.1884,45.4482,100.0000,12923490.5067,600.6167,600.6333
FR,50,0,5,33333,18029.1283,54.4925,93.1884,45.4482,100.0000,12923490.5067,600.6167,600.6333
FR,50,0,6,33333,18029.1283,54.4925,93.1884,45.4482,100.0000,12923490.5067,600.6167,600.6333
FR,50,0,7,33333,18029.1283,54.4925,93.1884,45.4482,100.0000,12923490.5067,600.6167,600.6333
FR,50,1,0,33333,17979.8283,54.3123,93.2110,46.1713,100.0000,13192777.4550,600.6167,600.6333
FR,50,1,1,33333,17979.8283,54.3123,93.2110,46.1713,100.0000,13192777.4550,600.6167,600.6333
FR,50,1,2,33333,17979.8283,54.3123,93.2110,46.1713,100.0000,13192777.4550,600.6167,600.6333
FR,50,1,3,33333,17979.8283,54.3123,93.2110,46.1713,100.0000,13192777.4550,600.6167,600.6333
FR,50,1,4,33333,17979.8283,54.3123,93.2110,46.1713,100.0000,13192777.4550,600.6167,600.6333
FR,50,1,5,33333,17979.8283,54.3123,93.2110,46.1713,100.0000,13192777.4550,600.6167,600.6333
FR,50,1,6,33333,17979.8283,54.3123,93.2110,46.1713,100.0000,13192777.4550,600.6167,600.6333
FR,50,1,7,33333,17979.8283,54.3123,93.2110,46.1713,100.0000,13192777.4550,600.6167,600.6333
FR,50,2,0,33333,34941.1417,57.3339,92.8333,36.0132,100.0000,35780914.3266,900.6167,1620.6167
FR,50,2,1,33333,34941.1417,57.3339,92.8333,36.0132,100.0000,35780914.3266,900.6167,1620.6167
FR,50,2,2,33333,34941.1417,57.3339,92.8333,36.0132,100.0000,35780914.3266,900.6167,1620.6167
FR,50,2,3,33333,34941.1417,57.3339,92.8333,36.0132,100.0000,35780914.3266,900.6167,1620.6167
FR,50,2,4,33333,34941.1417,57.3339,92.8333,36.0132,100.0000,35780914.3266,900.6167,1620.6167
FR,50,2,5,33333,34941.1417,57.3339,92.8333,36.0132,100.0000,35780914.3266,900.6167,1620.6167
FR,50,2,6,33333,34941.1417,57.3339,92.8333,36.0132,100.0000,35780914.3266,900.6167,1620.6167
FR,50,2,7,33333,34941.1417,57.3339,92.8333,36.0132,100.0000,35780914.3266,900.6167,1620.6167
FR,50,3,0,33333,34941.1417,57.3339,92.8333,36.0132,100.0000,35780914.3266,900.6167,1620.6167
FR,50,3,1,33333,34941.1417,57.3339,92.8333,36.0132,100.0000,35780914.3266,900.6167,1620.6167
FR,50,3,2,33333,34941.1417,57.3339,92.8333,36.0132,100.0000,35780914.3266,900.6167,1620.6167
FR,50,3,3,33333,34941.1417,57.3339,92.8333,36.0132,100.0000,35780914.3266,900.6167,1620.6167
FR,50,3,4,33333,34941.1417,57.3339,92.8333,36.0132,100.0000,35780914.3266,900.6167,1620.6167
FR,50,3,5,33333,34941.1417,57.3339,92.8333,36.0132,100.0000,35780914.3266,900.6167,1620.6167
FR,50,3,6,33333,34941.1417,57.3339,92.8333,36.0132,100.0000,35780914.3266,900.6167,1620.6167
FR,50,3,7,33333,34941.1417,57.3339,92.8333,36.0132,100.0000,35780914.3266,900.6167,1620.6167
FR,50,4,0,33333,34941.1417,57.3345,92.8332,35.9362,100.0000,35685496.0760,900.6167,1620.6167
FR,50,4,1,33333,34941.1417,57.3345,92.8332,35.9362,100.0000,35685496.0760,900.6167,1620.6167
FR,50,4,2,33333,34941.1417,57.3345,92.8332,35.9362,100.0000,35685496.0760,900.6167,1620.6167
FR,50,4,3,33333,34941.1417,57.3345,92.8332,35.9362,100.0000,35685496.0760,900.6167,1620.6167
FR,50,4,4,33333,34941.1417,57.3345,92.8332,35.9362,100.0000,35685496.0760,900.6167,1620.6167
FR,50,4,5,33333,34941.1417,57.3345,92.8332,35.9362,100.0000,35685496.0760,900.6167,1620.6167
FR,50,4,6,33333,34941.1417,57.3345,92.8332,35.9362,100.0000,35685496.0760,900.6167,1620.6167
FR,50,4,7,33333,34941.1417,57.3345,92.8332,35.9362,100.0000,35685496.0760,900.6167,1620.6167
FR,50,5,0,33333,34941.1417,57.3339,92.8333,36.0132,100.0000,35780914.3266,900.6167,1620.6167
FR,50,5,1,33333,34941.1417,57.3339,92.8333,36.0132,100.0000,35780914.3266,900.6167,1620.6167
FR,50,5,2,33333,34941.1417,57.3339,92.8333,36.0132,100.0000,35780914.3266,900.6167,1620.6167
FR,50,5,3,33333,34941.1417,57.3339,92.8333,36.0132,100.0000,35780914.3266,900.6167,1620.6167
FR,50,5,4,33333,34941.1417,57.3339,92.8333,36.0132,100.0000,35780914.3266,900.6167,1620.6167
FR,50,5,5,33333,34941.1417,57.3339,92.8333,36.0132,100.0000,35780914.3266,900.6167,1620.6167
